# generated by tools/gen_corpus.py from spec/data/corpus.txt
# reference: CPython inflection 0.5.1
# columns: word	underscore	camelize	camelize_lower	dasherize	humanize	pluralize	singularize	tableize	titleize	parameterize	transliterate
anticipation	anticipation	Anticipation	anticipation	anticipation	Anticipation	anticipations	anticipation	anticipations	Anticipation	anticipation	anticipation
anytime	anytime	Anytime	anytime	anytime	Anytime	anytimes	anytime	anytimes	Anytime	anytime	anytime
apparently	apparently	Apparently	apparently	apparently	Apparently	apparentlies	apparently	apparentlies	Apparently	apparently	apparently
append_const	append_const	AppendConst	appendConst	append-const	Append const	append_consts	append_const	append_consts	Append Const	append_const	append_const
appending	appending	Appending	appending	appending	Appending	appendings	appending	appendings	Appending	appending	appending
appendix	appendix	Appendix	appendix	appendix	Appendix	appendixes	appendix	appendixes	Appendix	appendix	appendix
application_controller	application_controller	ApplicationController	applicationController	application-controller	Application controller	application_controllers	application_controller	application_controllers	Application Controller	application_controller	application_controller
applicationcontroller	applicationcontroller	Applicationcontroller	applicationcontroller	applicationcontroller	Applicationcontroller	applicationcontrollers	applicationcontroller	applicationcontrollers	Applicationcontroller	applicationcontroller	applicationcontroller
ar	ar	Ar	ar	ar	Ar	ars	ar	ars	Ar	ar	ar
ar_LY	ar_ly	ArLY	arLY	ar-LY	Ar ly	ar_Lies	ar_LY	ar_lies	Ar Ly	ar_ly	ar_LY
ar_SD	ar_sd	ArSD	arSD	ar-SD	Ar sd	ar_SDs	ar_SD	ar_sds	Ar Sd	ar_sd	ar_SD
ar_TN	ar_tn	ArTN	arTN	ar-TN	Ar tn	ar_TNs	ar_TN	ar_tns	Ar Tn	ar_tn	ar_TN
ar_YE	ar_ye	ArYE	arYE	ar-YE	Ar ye	ar_YEs	ar_YE	ar_yes	Ar Ye	ar_ye	ar_YE
ar_in	ar_in	ArIn	arIn	ar-in	Ar in	ar_ins	ar_in	ar_ins	Ar In	ar_in	ar_in
ar_ma	ar_ma	ArMa	arMa	ar-ma	Ar ma	ar_mas	ar_ma	ar_mas	Ar Ma	ar_ma	ar_ma
ar_ye	ar_ye	ArYe	arYe	ar-ye	Ar ye	ar_yes	ar_ye	ar_yes	Ar Ye	ar_ye	ar_ye
arbitrary_string	arbitrary_string	ArbitraryString	arbitraryString	arbitrary-string	Arbitrary string	arbitrary_strings	arbitrary_string	arbitrary_strings	Arbitrary String	arbitrary_string	arbitrary_string
archive	archive	Archive	archive	archive	Archive	archives	archive	archives	Archive	archive	archive
archives	archives	Archives	archives	archives	Archives	archives	archive	archives	Archives	archives	archives
area51	area51	Area51	area51	area51	Area51	area51s	area51	area51s	Area51	area51	area51
area51_controller	area51_controller	Area51Controller	area51Controller	area51-controller	Area51 controller	area51_controllers	area51_controller	area51_controllers	Area51 Controller	area51_controller	area51_controller
area51controller	area51controller	Area51controller	area51controller	area51controller	Area51controller	area51controllers	area51controller	area51controllers	Area51Controller	area51controller	area51controller
argtuple	argtuple	Argtuple	argtuple	argtuple	Argtuple	argtuples	argtuple	argtuples	Argtuple	argtuple	argtuple
arithmetic	arithmetic	Arithmetic	arithmetic	arithmetic	Arithmetic	arithmetics	arithmetic	arithmetics	Arithmetic	arithmetic	arithmetic
arriving	arriving	Arriving	arriving	arriving	Arriving	arrivings	arriving	arrivings	Arriving	arriving	arriving
as	as	As	as	as	As	as	a	as	As	as	as
ascii	ascii	Ascii	ascii	ascii	Ascii	asciis	ascii	asciis	Ascii	ascii	ascii
asin	asin	Asin	asin	asin	Asin	asins	asin	asins	Asin	asin	asin
aspx	aspx	Aspx	aspx	aspx	Aspx	aspxes	aspx	aspxes	Aspx	aspx	aspx
assert_never	assert_never	AssertNever	assertNever	assert-never	Assert never	assert_nevers	assert_never	assert_nevers	Assert Never	assert_never	assert_never
assist	assist	Assist	assist	assist	Assist	assists	assist	assists	Assist	assist	assist
associate	associate	Associate	associate	associate	Associate	associates	associate	associates	Associate	associate	associate
assumption	assumption	Assumption	assumption	assumption	Assumption	assumptions	assumption	assumptions	Assumption	assumption	assumption
assure	assure	Assure	assure	assure	Assure	assures	assure	assures	Assure	assure	assure
ast_kwargs	ast_kwargs	AstKwargs	astKwargs	ast-kwargs	Ast kwargs	ast_kwargs	ast_kwarg	ast_kwargs	Ast Kwargs	ast_kwargs	ast_kwargs
astuple	astuple	Astuple	astuple	astuple	Astuple	astuples	astuple	astuples	Astuple	astuple	astuple
atom-literals	atom_literals	Atom-literals	atom-literals	atom-literals	Atom-literals	atom-literals	atom-literal	atom_literals	Atom Literals	atom-literals	atom-literals
attach	attach	Attach	attach	attach	Attach	attaches	attach	attaches	Attach	attach	attach
attribute-references	attribute_references	Attribute-references	attribute-references	attribute-references	Attribute-references	attribute-references	attribute-reference	attribute_references	Attribute References	attribute-references	attribute-references
authentication	authentication	Authentication	authentication	authentication	Authentication	authentications	authentication	authentications	Authentication	authentication	authentication
authlist	authlist	Authlist	authlist	authlist	Authlist	authlists	authlist	authlists	Authlist	authlist	authlist
author_id	author_id	AuthorId	authorId	author-id	Author	author_ids	author_id	author_ids	Author	author_id	author_id
auto	auto	Auto	auto	auto	Auto	autos	auto	autos	Auto	auto	auto
automatic	automatic	Automatic	automatic	automatic	Automatic	automatics	automatic	automatics	Automatic	automatic	automatic
autoraise	autoraise	Autoraise	autoraise	autoraise	Autoraise	autoraises	autoraise	autoraises	Autoraise	autoraise	autoraise
autostart	autostart	Autostart	autostart	autostart	Autostart	autostarts	autostart	autostarts	Autostart	autostart	autostart
averaged	averaged	Averaged	averaged	averaged	Averaged	averageds	averaged	averageds	Averaged	averaged	averaged
axes	axes	Axes	axes	axes	Axes	axes	axis	axes	Axes	axes	axes
axis	axis	Axis	axis	axis	Axis	axes	axis	axes	Axis	axis	axis
az_az	az_az	AzAz	azAz	az-az	Az az	az_azs	az_az	az_azs	Az Az	az_az	az_az
aßlar	aßlar	Aßlar	aßlar	aßlar	Aßlar	aßlars	aßlar	aßlars	Aßlar	alar	alar
baba	baba	Baba	baba	baba	Baba	babas	baba	babas	Baba	baba	baba
back-compatibility	back_compatibility	Back-compatibility	back-compatibility	back-compatibility	Back-compatibility	back-compatibilities	back-compatibility	back_compatibilities	Back Compatibility	back-compatibility	back-compatibility
backward-compatible	backward_compatible	Backward-compatible	backward-compatible	backward-compatible	Backward-compatible	backward-compatibles	backward-compatible	backward_compatibles	Backward Compatible	backward-compatible	backward-compatible
bad	bad	Bad	bad	bad	Bad	bads	bad	bads	Bad	bad	bad
banner	banner	Banner	banner	banner	Banner	banners	banner	banners	Banner	banner	banner
bar	bar	Bar	bar	bar	Bar	bars	bar	bars	Bar	bar	bar
basenames	basenames	Basenames	basenames	basenames	Basenames	basenames	basename	basenames	Basenames	basenames	basenames
bases	bases	Bases	bases	bases	Bases	bases	basis	bases	Bases	bases	bases
basis	basis	Basis	basis	basis	Basis	bases	basis	bases	Basis	basis	basis
batched	batched	Batched	batched	batched	Batched	batcheds	batched	batcheds	Batched	batched	batched
baz	baz	Baz	baz	baz	Baz	bazs	baz	bazs	Baz	baz	baz
bcde	bcde	Bcde	bcde	bcde	Bcde	bcdes	bcde	bcdes	Bcde	bcde	bcde
be_BY	be_by	BeBY	beBY	be-BY	Be by	be_Bies	be_BY	be_bies	Be By	be_by	be_BY
before	before	Before	before	before	Before	befores	before	befores	Before	before	before
begins	begins	Begins	begins	begins	Begins	begins	begin	begins	Begins	begins	begins
behaviors	behaviors	Behaviors	behaviors	behaviors	Behaviors	behaviors	behavior	behaviors	Behaviors	behaviors	behaviors
bem_ZM	bem_zm	BemZM	bemZM	bem-ZM	Bem zm	bem_ZMs	bem_ZM	bem_zms	Bem Zm	bem_zm	bem_ZM
bem_zm	bem_zm	BemZm	bemZm	bem-zm	Bem zm	bem_zms	bem_zm	bem_zms	Bem Zm	bem_zm	bem_zm
best	best	Best	best	best	Best	bests	best	bests	Best	best	best
besti-	besti_	Besti-	besti-	besti-	Besti-	besti-s	besti-	besti_s	Besti 	besti	besti-
bestj-	bestj_	Bestj-	bestj-	bestj-	Bestj-	bestj-s	bestj-	bestj_s	Bestj 	bestj	bestj-
bethard	bethard	Bethard	bethard	bethard	Bethard	bethards	bethard	bethards	Bethard	bethard	bethard
bigint	bigint	Bigint	bigint	bigint	Bigint	bigints	bigint	bigints	Bigint	bigint	bigint
binop_precedence	binop_precedence	BinopPrecedence	binopPrecedence	binop-precedence	Binop precedence	binop_precedences	binop_precedence	binop_precedences	Binop Precedence	binop_precedence	binop_precedence
blank	blank	Blank	blank	blank	Blank	blanks	blank	blanks	Blank	blank	blank
bloat	bloat	Bloat	bloat	bloat	Bloat	bloats	bloat	bloats	Bloat	bloat	bloat
blockfinder	blockfinder	Blockfinder	blockfinder	blockfinder	Blockfinder	blockfinders	blockfinder	blockfinders	Blockfinder	blockfinder	blockfinder
bltin-code-objects	bltin_code_objects	Bltin-code-objects	bltin-code-objects	bltin-code-objects	Bltin-code-objects	bltin-code-objects	bltin-code-object	bltin_code_objects	Bltin Code Objects	bltin-code-objects	bltin-code-objects
bo_IN	bo_in	BoIN	boIN	bo-IN	Bo in	bo_INs	bo_IN	bo_ins	Bo In	bo_in	bo_IN
bog-standard	bog_standard	Bog-standard	bog-standard	bog-standard	Bog-standard	bog-standards	bog-standard	bog_standards	Bog Standard	bog-standard	bog-standard
botframe	botframe	Botframe	botframe	botframe	Botframe	botframes	botframe	botframes	Botframe	botframe	botframe
bottom	bottom	Bottom	bottom	bottom	Bottom	bottoms	bottom	bottoms	Bottom	bottom	bottom
box	box	Box	box	box	Box	boxes	box	boxes	Box	box	box
boxes	boxes	Boxes	boxes	boxes	Boxes	boxes	box	boxes	Boxes	boxes	boxes
bp_commands	bp_commands	BpCommands	bpCommands	bp-commands	Bp commands	bp_commands	bp_command	bp_commands	Bp Commands	bp_commands	bp_commands
bq	bq	Bq	bq	bq	Bq	bqs	bq	bqs	Bq	bq	bq
broadcast_address	broadcast_address	BroadcastAddress	broadcastAddress	broadcast-address	Broadcast address	broadcast_addresses	broadcast_address	broadcast_addresses	Broadcast Address	broadcast_address	broadcast_address
brown	brown	Brown	brown	brown	Brown	browns	brown	browns	Brown	brown	brown
buffalo	buffalo	Buffalo	buffalo	buffalo	Buffalo	buffaloes	buffalo	buffaloes	Buffalo	buffalo	buffalo
buffaloes	buffaloes	Buffaloes	buffaloes	buffaloes	Buffaloes	buffaloes	buffalo	buffaloes	Buffaloes	buffaloes	buffaloes
buffered	buffered	Buffered	buffered	buffered	Buffered	buffereds	buffered	buffereds	Buffered	buffered	buffered
builddate	builddate	Builddate	builddate	builddate	Builddate	builddates	builddate	builddates	Builddate	builddate	builddate
buildno	buildno	Buildno	buildno	buildno	Buildno	buildnos	buildno	buildnos	Buildno	buildno	buildno
built-in	built_in	Built-in	built-in	built-in	Built-in	built-ins	built-in	built_ins	Built In	built-in	built-in
built-ins	built_ins	Built-ins	built-ins	built-ins	Built-ins	built-ins	built-in	built_ins	Built Ins	built-ins	built-ins
builtin_vars	builtin_vars	BuiltinVars	builtinVars	builtin-vars	Builtin vars	builtin_vars	builtin_var	builtin_vars	Builtin Vars	builtin_vars	builtin_vars
builtins	builtins	Builtins	builtins	builtins	Builtins	builtins	builtin	builtins	Builtins	builtins	builtins
bus	bus	Bus	bus	bus	Bus	buses	bus	buses	Bus	bus	bus
buses	buses	Buses	buses	buses	Buses	buses	bus	buses	Buses	buses	buses
bx	bx	Bx	bx	bx	Bx	bxes	bx	bxes	Bx	bx	bx
byte	byte	Byte	byte	byte	Byte	bytes	byte	bytes	Byte	byte	byte
byte-compilation	byte_compilation	Byte-compilation	byte-compilation	byte-compilation	Byte-compilation	byte-compilations	byte-compilation	byte_compilations	Byte Compilation	byte-compilation	byte-compilation
bytes_or_str	bytes_or_str	BytesOrStr	bytesOrStr	bytes-or-str	Bytes or str	bytes_or_strs	bytes_or_str	bytes_or_strs	Bytes Or Str	bytes_or_str	bytes_or_str
bytes_to_feed	bytes_to_feed	BytesToFeed	bytesToFeed	bytes-to-feed	Bytes to feed	bytes_to_feeds	bytes_to_feed	bytes_to_feeds	Bytes To Feed	bytes_to_feed	bytes_to_feed
bytestream	bytestream	Bytestream	bytestream	bytestream	Bytestream	bytestreams	bytestream	bytestreams	Bytestream	bytestream	bytestream
c-	c_	C-	c-	c-	C-	c-s	c-	c_s	C 	c	c-
cache-breaking	cache_breaking	Cache-breaking	cache-breaking	cache-breaking	Cache-breaking	cache-breakings	cache-breaking	cache_breakings	Cache Breaking	cache-breaking	cache-breaking
cactus	cactus	Cactus	cactus	cactus	Cactus	cactus	cactu	cactus	Cactus	cactus	cactus
cafile	cafile	Cafile	cafile	cafile	Cafile	cafiles	cafile	cafiles	Cafile	cafile	cafile
café	café	Café	café	café	Café	cafés	café	cafés	Café	cafe	cafe
café_au_lait	café_au_lait	CaféAuLait	caféAuLait	café-au-lait	Café au lait	café_au_laits	café_au_lait	café_au_laits	Café Au Lait	cafe_au_lait	cafe_au_lait
cal	cal	Cal	cal	cal	Cal	cals	cal	cals	Cal	cal	cal
calculated	calculated	Calculated	calculated	calculated	Calculated	calculateds	calculated	calculateds	Calculated	calculated	calculated
calculates	calculates	Calculates	calculates	calculates	Calculates	calculates	calculate	calculates	Calculates	calculates	calculates
calendars	calendars	Calendars	calendars	calendars	Calendars	calendars	calendar	calendars	Calendars	calendars	calendars
calf	calf	Calf	calf	calf	Calf	calves	calf	calves	Calf	calf	calf
call_tracing	call_tracing	CallTracing	callTracing	call-tracing	Call tracing	call_tracings	call_tracing	call_tracings	Call Tracing	call_tracing	call_tracing
callback_args	callback_args	CallbackArgs	callbackArgs	callback-args	Callback args	callback_args	callback_arg	callback_args	Callback Args	callback_args	callback_args
callees	callees	Callees	callees	callees	Callees	callees	callee	callees	Callees	callees	callees
calling	calling	Calling	calling	calling	Calling	callings	calling	callings	Calling	calling	calling
camel	camel	Camel	camel	camel	Camel	camels	camel	camels	Camel	camel	camel
camelCase	camel_case	CamelCase	camelCase	camelCase	Camelcase	camelCases	camelCase	camel_cases	Camel Case	camelcase	camelCase
camel_case	camel_case	CamelCase	camelCase	camel-case	Camel case	camel_cases	camel_case	camel_cases	Camel Case	camel_case	camel_case
camelcase	camelcase	Camelcase	camelcase	camelcase	Camelcase	camelcases	camelcase	camelcases	Camelcase	camelcase	camelcase
cannot	cannot	Cannot	cannot	cannot	Cannot	cannots	cannot	cannots	Cannot	cannot	cannot
canonic	canonic	Canonic	canonic	canonic	Canonic	canonics	canonic	canonics	Canonic	canonic	canonic
canvas	canvas	Canvas	canvas	canvas	Canvas	canvas	canva	canvas	Canvas	canvas	canvas
canvheight-cheight	canvheight_cheight	Canvheight-cheight	canvheight-cheight	canvheight-cheight	Canvheight-cheight	canvheight-cheights	canvheight-cheight	canvheight_cheights	Canvheight Cheight	canvheight-cheight	canvheight-cheight
capath	capath	Capath	capath	capath	Capath	capaths	capath	capaths	Capath	capath	capath
capital	capital	Capital	capital	capital	Capital	capitals	capital	capitals	Capital	capital	capital
capitals	capitals	Capitals	capitals	capitals	Capitals	capitals	capital	capitals	Capitals	capitals	capitals
capture_locals	capture_locals	CaptureLocals	captureLocals	capture-locals	Capture locals	capture_locals	capture_local	capture_locals	Capture Locals	capture_locals	capture_locals
caring	caring	Caring	caring	caring	Caring	carings	caring	carings	Caring	caring	caring
case	case	Case	case	case	Case	cases	case	cases	Case	case	case
casefold	casefold	Casefold	casefold	casefold	Casefold	casefolds	casefold	casefolds	Casefold	casefold	casefold
cases	cases	Cases	cases	cases	Cases	cases	case	cases	Cases	cases	cases
cast	cast	Cast	cast	cast	Cast	casts	cast	casts	Cast	cast	cast
catalan	catalan	Catalan	catalan	catalan	Catalan	catalans	catalan	catalans	Catalan	catalan	catalan
catches	catches	Catches	catches	catches	Catches	catches	catch	catches	Catches	catches	catches
categories	categories	Categories	categories	categories	Categories	categories	category	categories	Categories	categories	categories
category	category	Category	category	category	Category	categories	category	categories	Category	category	category
caused	caused	Caused	caused	caused	Caused	causeds	caused	causeds	Caused	caused	caused
causing	causing	Causing	causing	causing	Causing	causings	causing	causings	Causing	causing	causing
cdir	cdir	Cdir	cdir	cdir	Cdir	cdirs	cdir	cdirs	Cdir	cdir	cdir
ce_ru	ce_ru	CeRu	ceRu	ce-ru	Ce ru	ce_rus	ce_ru	ce_rus	Ce Ru	ce_ru	ce_ru
centers	centers	Centers	centers	centers	Centers	centers	center	centers	Centers	centers	centers
central_directory_size	central_directory_size	CentralDirectorySize	centralDirectorySize	central-directory-size	Central directory size	central_directory_sizes	central_directory_size	central_directory_sizes	Central Directory Size	central_directory_size	central_directory_size
certs	certs	Certs	certs	certs	Certs	certs	cert	certs	Certs	certs	certs
cextend	cextend	Cextend	cextend	cextend	Cextend	cextends	cextend	cextends	Cextend	cextend	cextend
changing	changing	Changing	changing	changing	Changing	changings	changing	changings	Changing	changing	changing
characters	characters	Characters	characters	characters	Characters	characters	character	characters	Characters	characters	characters
charno	charno	Charno	charno	charno	Charno	charnos	charno	charnos	Charno	charno	charno
check_values	check_values	CheckValues	checkValues	check-values	Check values	check_values	check_value	check_values	Check Values	check_values	check_values
checked	checked	Checked	checked	checked	Checked	checkeds	checked	checkeds	Checked	checked	checked
checked_enum	checked_enum	CheckedEnum	checkedEnum	checked-enum	Checked enum	checked_enums	checked_enum	checked_enums	Checked Enum	checked_enum	checked_enum
child	child	Child	child	child	Child	children	child	children	Child	child	child
child_toys	child_toys	ChildToys	childToys	child-toys	Child toys	child_toys	child_toy	child_toys	Child Toys	child_toys	child_toys
children	children	Children	children	children	Children	children	child	children	Children	children	children
childtoy	childtoy	Childtoy	childtoy	childtoy	Childtoy	childtoys	childtoy	childtoys	Childtoy	childtoy	childtoy
chr_us	chr_us	ChrUs	chrUs	chr-us	Chr us	chr_us	chr_u	chr_us	Chr Us	chr_us	chr_us
chrome	chrome	Chrome	chrome	chrome	Chrome	chromes	chrome	chromes	Chrome	chrome	chrome
church	church	Church	church	church	Church	churches	church	churches	Church	church	church
citeseerx	citeseerx	Citeseerx	citeseerx	citeseerx	Citeseerx	citeseerxes	citeseerx	citeseerxes	Citeseerx	citeseerx	citeseerx
city	city	City	city	city	City	cities	city	cities	City	city	city
ckb_IQ	ckb_iq	CkbIQ	ckbIQ	ckb-IQ	Ckb iq	ckb_IQs	ckb_IQ	ckb_iqs	Ckb Iq	ckb_iq	ckb_IQ
class_dict	class_dict	ClassDict	classDict	class-dict	Class dict	class_dicts	class_dict	class_dicts	Class Dict	class_dict	class_dict
class_getitem	class_getitem	ClassGetitem	classGetitem	class-getitem	Class getitem	class_getitems	class_getitem	class_getitems	Class Getitem	class_getitem	class_getitem
clauses	clauses	Clauses	clauses	clauses	Clauses	clauses	clause	clauses	Clauses	clauses	clauses
cleanup	cleanup	Cleanup	cleanup	cleanup	Cleanup	cleanups	cleanup	cleanups	Cleanup	cleanup	cleanup
cleanup_called	cleanup_called	CleanupCalled	cleanupCalled	cleanup-called	Cleanup called	cleanup_calleds	cleanup_called	cleanup_calleds	Cleanup Called	cleanup_called	cleanup_called
clear_tool_id	clear_tool_id	ClearToolId	clearToolId	clear-tool-id	Clear tool	clear_tool_ids	clear_tool_id	clear_tool_ids	Clear Tool	clear_tool_id	clear_tool_id
cli	cli	Cli	cli	cli	Cli	clis	cli	clis	Cli	cli	cli
clicked	clicked	Clicked	clicked	clicked	Clicked	clickeds	clicked	clickeds	Clicked	clicked	clicked
client_sock	client_sock	ClientSock	clientSock	client-sock	Client sock	client_socks	client_sock	client_socks	Client Sock	client_sock	client_sock
clock_seq_low	clock_seq_low	ClockSeqLow	clockSeqLow	clock-seq-low	Clock seq low	clock_seq_lows	clock_seq_low	clock_seq_lows	Clock Seq Low	clock_seq_low	clock_seq_low
cls_or_fn	cls_or_fn	ClsOrFn	clsOrFn	cls-or-fn	Cls or fn	cls_or_fns	cls_or_fn	cls_or_fns	Cls Or Fn	cls_or_fn	cls_or_fn
clsname	clsname	Clsname	clsname	clsname	Clsname	clsnames	clsname	clsnames	Clsname	clsname	clsname
cmod	cmod	Cmod	cmod	cmod	Cmod	cmods	cmod	cmods	Cmod	cmod	cmod
cnff	cnff	Cnff	cnff	cnff	Cnff	cnffs	cnff	cnffs	Cnff	cnff	cnff
